Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Season,Review Rating,Subscription Status,Shipping Type,Previous Purchases,Payment Method,Frequency of Purchases
50.0,Male,Sweater,Clothing,84.0,Kentucky,Spring,4.3,No,Store Pickup,12,Credit Card,Monthly
29.0,Male,Sandals,Footwear,38.0,New York,Fall,3.8,No,Express,13,Debit Card,Quarterly
65.0,Male,Jewelry,Accessories,81.0,Arizona,Spring,4.9,No,Express,32,Debit Card,Bi-Weekly
29.0,Male,Sweater,Clothing,56.0,Colorado,Winter,3.4,No,2-Day Shipping,5,Credit Card,Bi-Weekly
49.0,Male,Skirt,Clothing,48.0,Kentucky,Winter,3.6,No,Express,29,Cash,Annually
28.0,Male,Shorts,Clothing,97.0,Alaska,Fall,3.4,No,Standard,40,Credit Card,Fortnightly
51.0,Male,Backpack,Accessories,74.0,Alabama,Fall,4.7,No,2-Day Shipping,44,Cash,Weekly
26.0,Male,Hoodie,Clothing,50.0,Connecticut,Winter,3.0,No,Next Day Air,3,Debit Card,Bi-Weekly
38.0,Male,Skirt,Clothing,71.0,Hawaii,Winter,3.4,No,Free Shipping,35,PayPal,Bi-Weekly
35.0,Male,Skirt,Clothing,33.0,Idaho,Summer,4.6,No,Standard,33,Debit Card,Monthly
34.0,Male,Backpack,Accessories,56.0,Virginia,Summer,3.1,No,Express,20,PayPal,Bi-Weekly
51.0,Male,Blouse,Clothing,84.0,Connecticut,Spring,2.8,No,Standard,40,Cash,Every 3 Months
47.0,Male,Shirt,Clothing,36.0,Michigan,Fall,3.5,No,Store Pickup,13,Venmo,Annually
18.0,Male,Gloves,Accessories,63.0,Kentucky,Summer,4.6,No,Standard,9,PayPal,Monthly
64.0,Male,Sandals,Footwear,36.0,Nebraska,Summer,4.3,No,Standard,7,Cash,Annually
30.0,Male,Jacket,Outerwear,63.0,Michigan,Fall,4.8,No,Free Shipping,42,PayPal,Quarterly
59.0,Male,Sneakers,Footwear,32.0,Utah,Winter,2.9,No,Express,44,Credit Card,Fortnightly
66.0,Male,Backpack,Accessories,93.0,New Mexico,Spring,3.0,No,Express,6,PayPal,Annually
40.0,Male,Pants,Clothing,29.0,Florida,Summer,2.9,No,Standard,8,Cash,Every 3 Months
25.0,Male,Sunglasses,Accessories,92.0,Mississippi,Summer,3.7,No,Standard,10,PayPal,Weekly
59.0,Male,Jeans,Clothing,33.0,Hawaii,Fall,4.7,No,Standard,46,Venmo,Quarterly
66.0,Male,Pants,Clothing,52.0,North Carolina,Spring,3.5,No,Store Pickup,26,Cash,Weekly
54.0,Male,Jewelry,Accessories,42.0,Illinois,Spring,2.7,No,Store Pickup,6,Debit Card,Every 3 Months
42.0,Male,Hoodie,Clothing,36.0,Maryland,Spring,5.0,No,Free Shipping,47,Credit Card,Every 3 Months
48.0,Male,Sandals,Footwear,67.0,Montana,Summer,4.1,No,Next Day Air,28,Venmo,Annually
34.0,Male,Jacket,Outerwear,43.0,Michigan,Winter,2.7,No,Free Shipping,23,Bank Transfer,Annually
19.0,Male,Blouse,Clothing,68.0,North Carolina,Spring,4.8,No,Free Shipping,45,Cash,Fortnightly
70.0,Male,Jewelry,Accessories,60.0,Minnesota,Summer,4.3,No,2-Day Shipping,44,PayPal,Every 3 Months
43.0,Male,Socks,Clothing,53.0,Delaware,Summer,4.5,No,2-Day Shipping,11,Bank Transfer,Monthly
46.0,Male,Jeans,Clothing,23.0,Kentucky,Spring,3.8,No,Standard,39,Debit Card,Bi-Weekly
66.0,Male,Gloves,Accessories,57.0,Ohio,Winter,3.7,No,Store Pickup,20,PayPal,Every 3 Months
50.0,Male,Hat,Accessories,89.0,Alaska,Fall,3.9,No,2-Day Shipping,48,PayPal,Fortnightly
55.0,Male,Shoes,Footwear,99.0,Vermont,Winter,3.3,No,Standard,46,Credit Card,Quarterly
63.0,Male,Pants,Clothing,28.0,Alabama,Fall,3.4,No,Express,22,PayPal,Monthly
32.0,Male,Socks,Clothing,53.0,Wisconsin,Summer,3.8,No,Next Day Air,45,Cash,Annually
30.0,Male,Hoodie,Clothing,45.0,Arkansas,Winter,2.7,No,Free Shipping,49,Cash,Every 3 Months
35.0,Male,Hoodie,Clothing,38.0,Georgia,Winter,2.9,No,2-Day Shipping,9,Credit Card,Every 3 Months
59.0,Male,Pants,Clothing,49.0,Louisiana,Summer,4.5,No,Standard,41,Credit Card,Quarterly
59.0,Male,Shirt,Clothing,32.0,New York,Summer,2.6,No,Store Pickup,2,PayPal,Monthly
54.0,Male,T-shirt,Clothing,37.0,Connecticut,Winter,3.1,No,Next Day Air,39,PayPal,Bi-Weekly
63.0,Male,Dress,Clothing,80.0,Nebraska,Winter,4.7,No,Store Pickup,12,PayPal,Quarterly
43.0,Male,Backpack,Accessories,78.0,Arkansas,Summer,4.6,No,Free Shipping,26,PayPal,Every 3 Months
33.0,Male,Gloves,Accessories,53.0,Connecticut,Summer,2.7,No,Next Day Air,32,Bank Transfer,Bi-Weekly
57.0,Male,Shoes,Footwear,82.0,Maryland,Summer,4.6,No,2-Day Shipping,50,Cash,Bi-Weekly
25.0,Male,Skirt,Clothing,33.0,Colorado,Spring,4.8,No,Standard,3,PayPal,Fortnightly
26.0,Male,Gloves,Accessories,77.0,Colorado,Winter,4.2,No,Free Shipping,3,Venmo,Quarterly
50.0,Male,Hoodie,Clothing,56.0,Maine,Winter,4.9,No,Express,37,Cash,Monthly
70.0,Male,Socks,Clothing,37.0,Oklahoma,Winter,4.9,No,Express,20,Credit Card,Fortnightly
68.0,Male,Gloves,Accessories,54.0,South Carolina,Spring,4.5,No,Store Pickup,26,Cash,Bi-Weekly
39.0,Male,Shorts,Clothing,67.0,Nevada,Winter,2.7,No,Store Pickup,47,Cash,Quarterly
46.0,Male,Shoes,Footwear,90.0,Colorado,Fall,3.1,No,Store Pickup,7,Credit Card,Every 3 Months
57.0,Male,Jeans,Clothing,72.0,Massachusetts,Summer,3.3,No,2-Day Shipping,40,Credit Card,Annually
47.0,Male,Boots,Footwear,59.0,Nevada,Summer,2.6,No,Free Shipping,45,Debit Card,Quarterly
40.0,Male,Hat,Accessories,45.0,Iowa,Fall,4.4,No,Standard,20,PayPal,Fortnightly
52.0,Male,Shorts,Clothing,30.0,Michigan,Spring,3.9,No,Standard,11,Credit Card,Weekly
40.0,Male,Pants,Clothing,51.0,West Virginia,Summer,4.6,No,Express,50,Debit Card,Monthly
67.0,Male,Sweater,Clothing,90.0,Indiana,Fall,4.9,No,Express,25,Debit Card,Quarterly
67.0,Male,Jacket,Outerwear,95.0,Indiana,Winter,3.7,No,Express,5,Credit Card,Fortnightly
37.0,Male,Dress,Clothing,81.0,Georgia,Fall,3.7,No,Standard,4,Venmo,Annually
67.0,Male,Shirt,Clothing,70.0,Minnesota,Spring,4.2,No,Standard,25,Credit Card,Weekly
64.0,Male,Dress,Clothing,32.0,Louisiana,Winter,3.5,No,Next Day Air,11,Bank Transfer,Fortnightly
28.0,Male,Belt,Accessories,94.0,Maryland,Spring,2.9,No,Next Day Air,4,Credit Card,Bi-Weekly
54.0,Male,Hat,Accessories,29.0,Pennsylvania,Spring,3.4,No,Next Day Air,1,Venmo,Monthly
54.0,Male,Backpack,Accessories,31.0,Louisiana,Summer,3.3,No,Express,48,PayPal,Every 3 Months
24.0,Male,Skirt,Clothing,20.0,Maryland,Fall,4.5,No,Standard,9,Venmo,Every 3 Months
27.0,Male,Gloves,Accessories,44.0,Tennessee,Winter,4.6,No,2-Day Shipping,2,PayPal,Fortnightly
53.0,Male,Jacket,Outerwear,77.0,Illinois,Fall,2.9,No,Express,4,Cash,Quarterly
32.0,Male,Handbag,Accessories,51.0,Wyoming,Spring,3.2,No,Next Day Air,43,PayPal,Fortnightly
24.0,Male,Sandals,Footwear,49.0,Florida,Summer,2.6,No,Free Shipping,32,Bank Transfer,Annually
45.0,Male,Sunglasses,Accessories,78.0,Massachusetts,Spring,3.8,No,Store Pickup,1,Cash,Quarterly
49.0,Male,Jeans,Clothing,98.0,Tennessee,Spring,2.8,No,Store Pickup,38,Debit Card,Fortnightly
51.0,Male,Sandals,Footwear,94.0,Iowa,Winter,4.4,No,Store Pickup,25,PayPal,Fortnightly
69.0,Male,Shoes,Footwear,91.0,Michigan,Summer,4.7,No,Express,42,PayPal,Quarterly
41.0,Male,Sunglasses,Accessories,77.0,Kansas,Summer,2.7,No,2-Day Shipping,32,PayPal,Monthly
59.0,Male,Scarf,Accessories,97.0,Georgia,Summer,2.6,No,Next Day Air,21,Debit Card,Quarterly
26.0,Male,Skirt,Clothing,58.0,West Virginia,Summer,3.4,No,2-Day Shipping,26,PayPal,Fortnightly
23.0,Male,Gloves,Accessories,97.0,Tennessee,Spring,3.9,No,2-Day Shipping,6,Credit Card,Fortnightly
62.0,Male,Coat,Outerwear,48.0,Arkansas,Summer,3.4,No,2-Day Shipping,14,Venmo,Quarterly
69.0,Male,Belt,Accessories,23.0,Vermont,Summer,3.4,No,Express,4,Cash,Quarterly
46.0,Male,Pants,Clothing,79.0,Virginia,Winter,3.9,No,Free Shipping,26,Bank Transfer,Weekly
35.0,Male,Jewelry,Accessories,42.0,Maryland,Spring,4.0,No,Express,39,PayPal,Bi-Weekly
32.0,Male,Backpack,Accessories,95.0,Connecticut,Spring,3.4,No,2-Day Shipping,15,PayPal,Annually
46.0,Male,Sneakers,Footwear,29.0,Missouri,Summer,3.7,No,Next Day Air,1,Venmo,Every 3 Months
33.0,Male,Hoodie,Clothing,98.0,New Jersey,Winter,4.9,No,2-Day Shipping,28,Venmo,Monthly
32.0,Male,Blouse,Clothing,96.0,Arkansas,Spring,5.0,No,Express,17,Cash,Weekly
33.0,Male,Sunglasses,Accessories,66.0,Nevada,Fall,2.9,No,Next Day Air,24,Credit Card,Weekly
67.0,Male,Boots,Footwear,80.0,Missouri,Spring,3.0,No,Standard,29,Debit Card,Quarterly
67.0,Male,Sneakers,Footwear,27.0,South Dakota,Summer,3.3,No,Next Day Air,18,Cash,Every 3 Months
42.0,Male,Backpack,Accessories,25.0,Connecticut,Fall,4.7,No,Express,10,Debit Card,Bi-Weekly
20.0,Male,Pants,Clothing,45.0,Vermont,Fall,3.4,No,2-Day Shipping,19,Cash,Quarterly
39.0,Male,Socks,Clothing,89.0,Tennessee,Winter,4.6,No,2-Day Shipping,26,Debit Card,Monthly
26.0,Male,Belt,Accessories,27.0,California,Winter,3.6,No,2-Day Shipping,25,Cash,Bi-Weekly
51.0,Male,Sunglasses,Accessories,90.0,Wyoming,Winter,2.6,No,Free Shipping,2,Debit Card,Fortnightly
31.0,Male,Shirt,Clothing,65.0,New York,Summer,2.7,No,Express,19,PayPal,Every 3 Months
68.0,Male,Sneakers,Footwear,72.0,Maine,Spring,3.1,No,Express,32,Cash,Quarterly
44.0,Male,Shoes,Footwear,70.0,Georgia,Fall,3.2,No,2-Day Shipping,13,Cash,Bi-Weekly
18.0,Male,Sandals,Footwear,82.0,Tennessee,Winter,3.4,No,Store Pickup,30,PayPal,Fortnightly
58.0,Male,Scarf,Accessories,97.0,New Mexico,Fall,4.4,No,Express,2,Credit Card,Annually
26.0,Male,Shirt,Clothing,25.0,Virginia,Summer,3.2,No,2-Day Shipping,8,PayPal,Quarterly
57.0,Male,Skirt,Clothing,48.0,Florida,Spring,2.5,No,Free Shipping,27,PayPal,Every 3 Months
37.0,Male,Boots,Footwear,99.0,Alabama,Summer,3.8,No,Next Day Air,26,Venmo,Bi-Weekly
24.0,Male,Sweater,Clothing,21.0,Texas,Summer,4.4,No,2-Day Shipping,3,Debit Card,Bi-Weekly
57.0,Male,Sandals,Footwear,94.0,West Virginia,Spring,3.7,No,Express,4,Bank Transfer,Monthly
48.0,Male,Jeans,Clothing,53.0,Nevada,Fall,3.2,No,Store Pickup,5,Cash,Fortnightly
39.0,Male,Backpack,Accessories,70.0,Virginia,Winter,4.9,No,Standard,25,Debit Card,Quarterly
51.0,Male,Skirt,Clothing,26.0,Wisconsin,Summer,3.9,No,Standard,47,PayPal,Bi-Weekly
57.0,Male,Belt,Accessories,82.0,Virginia,Summer,4.5,No,Next Day Air,8,Credit Card,Fortnightly
53.0,Male,Shoes,Footwear,47.0,Maine,Winter,3.4,No,Standard,20,Debit Card,Fortnightly
70.0,Male,Socks,Clothing,32.0,Massachusetts,Winter,4.1,No,Next Day Air,42,Bank Transfer,Every 3 Months
60.0,Male,Backpack,Accessories,97.0,Arkansas,Fall,4.5,No,Store Pickup,20,Bank Transfer,Weekly
31.0,Male,Shirt,Clothing,68.0,Idaho,Winter,4.7,No,Store Pickup,23,Cash,Fortnightly
41.0,Male,Sweater,Clothing,23.0,Pennsylvania,Winter,4.8,No,Next Day Air,26,Cash,Quarterly
62.0,Male,Handbag,Accessories,33.0,Maine,Winter,4.4,No,Standard,48,Venmo,Quarterly
59.0,Male,Jewelry,Accessories,38.0,Alabama,Winter,4.0,No,Store Pickup,16,Cash,Bi-Weekly
46.0,Male,Socks,Clothing,68.0,Idaho,Winter,4.1,No,Store Pickup,28,Cash,Bi-Weekly
62.0,Male,Socks,Clothing,23.0,Arkansas,Fall,3.7,No,Express,39,PayPal,Weekly
42.0,Male,Shirt,Clothing,29.0,Delaware,Summer,3.0,No,Express,43,Debit Card,Fortnightly
37.0,Male,Scarf,Accessories,35.0,Maine,Winter,3.6,No,Express,45,Bank Transfer,Every 3 Months
50.0,Male,Shoes,Footwear,73.0,Nebraska,Fall,4.8,No,Standard,50,Credit Card,Every 3 Months
29.0,Male,Shoes,Footwear,84.0,Ohio,Fall,3.7,No,2-Day Shipping,10,Venmo,Bi-Weekly
25.0,Male,Scarf,Accessories,23.0,Montana,Spring,4.6,No,Next Day Air,40,PayPal,Quarterly
66.0,Male,Sunglasses,Accessories,67.0,New Mexico,Summer,2.8,No,Standard,38,Credit Card,Monthly
21.0,Male,Socks,Clothing,51.0,North Carolina,Spring,4.0,No,Standard,2,Credit Card,Monthly
46.0,Male,Blouse,Clothing,36.0,South Carolina,Winter,4.2,No,Next Day Air,13,Cash,Annually
57.0,Male,Jeans,Clothing,55.0,Illinois,Summer,3.6,No,Express,33,Venmo,Annually
61.0,Male,Shorts,Clothing,30.0,Alabama,Spring,2.9,No,Store Pickup,27,PayPal,Monthly
53.0,Male,T-shirt,Clothing,70.0,Oklahoma,Summer,4.1,No,Express,43,Bank Transfer,Weekly
37.0,Male,Blouse,Clothing,63.0,Minnesota,Winter,3.1,No,Next Day Air,46,Cash,Weekly
39.0,Male,Belt,Accessories,87.0,Illinois,Summer,4.3,No,Express,7,Venmo,Bi-Weekly
53.0,Male,Blouse,Clothing,70.0,Arkansas,Spring,4.4,No,Next Day Air,35,Credit Card,Fortnightly
35.0,Male,T-shirt,Clothing,51.0,Minnesota,Spring,3.1,No,Next Day Air,31,Debit Card,Bi-Weekly
69.0,Male,Jewelry,Accessories,25.0,South Carolina,Spring,2.9,No,Free Shipping,42,Venmo,Quarterly
66.0,Male,Jacket,Outerwear,32.0,New York,Winter,3.2,No,Next Day Air,14,PayPal,Bi-Weekly
19.0,Male,Shoes,Footwear,52.0,Alabama,Spring,4.0,No,2-Day Shipping,35,Venmo,Monthly
47.0,Male,Gloves,Accessories,33.0,New York,Summer,2.7,No,Standard,49,PayPal,Weekly
49.0,Male,Jeans,Clothing,68.0,Missouri,Spring,3.0,No,Free Shipping,17,PayPal,Fortnightly
31.0,Male,Jewelry,Accessories,20.0,Georgia,Fall,4.4,No,Express,26,PayPal,Quarterly
39.0,Male,Pants,Clothing,32.0,Oklahoma,Winter,2.8,No,Free Shipping,30,Cash,Every 3 Months
58.0,Male,Jewelry,Accessories,82.0,Connecticut,Summer,3.1,No,Store Pickup,32,Cash,Annually
45.0,Male,Sneakers,Footwear,64.0,Michigan,Winter,3.9,No,Express,35,Bank Transfer,Quarterly
68.0,Male,Boots,Footwear,24.0,Rhode Island,Fall,2.7,No,Standard,15,Venmo,Annually
35.0,Male,Hat,Accessories,96.0,Mississippi,Summer,3.4,No,Store Pickup,10,Debit Card,Annually
65.0,Male,T-shirt,Clothing,94.0,Massachusetts,Spring,3.8,No,Free Shipping,14,Credit Card,Monthly
45.0,Male,Backpack,Accessories,48.0,New Hampshire,Winter,3.7,No,2-Day Shipping,30,Bank Transfer,Annually
19.0,Male,Sunglasses,Accessories,60.0,Wyoming,Spring,4.5,No,2-Day Shipping,16,Credit Card,Fortnightly
65.0,Male,Sweater,Clothing,56.0,New Jersey,Spring,2.9,No,Express,14,PayPal,Annually
28.0,Male,Handbag,Accessories,33.0,Texas,Fall,3.4,No,2-Day Shipping,28,Bank Transfer,Weekly
55.0,Male,Backpack,Accessories,46.0,Minnesota,Spring,4.4,No,2-Day Shipping,29,PayPal,Monthly
66.0,Male,Socks,Clothing,37.0,South Dakota,Spring,4.2,No,Standard,5,PayPal,Every 3 Months
29.0,Male,Shirt,Clothing,98.0,Washington,Winter,3.3,No,Store Pickup,17,Bank Transfer,Quarterly
56.0,Male,Shorts,Clothing,50.0,California,Spring,3.7,No,Express,50,PayPal,Weekly
21.0,Male,Belt,Accessories,63.0,Wisconsin,Fall,3.2,No,Next Day Air,23,Bank Transfer,Quarterly
32.0,Male,Sweater,Clothing,70.0,Michigan,Summer,2.6,No,Store Pickup,22,Debit Card,Annually
54.0,Male,Coat,Outerwear,63.0,South Carolina,Fall,2.8,No,Standard,15,Cash,Quarterly
61.0,Male,Shorts,Clothing,86.0,Indiana,Fall,2.9,No,Standard,32,Cash,Monthly
31.0,Male,Shoes,Footwear,99.0,Arkansas,Summer,4.0,No,2-Day Shipping,5,Bank Transfer,Monthly
27.0,Male,Sneakers,Footwear,40.0,Oregon,Spring,2.9,No,Free Shipping,6,Bank Transfer,Bi-Weekly
64.0,Male,Sneakers,Footwear,92.0,Illinois,Fall,4.7,No,Store Pickup,44,Debit Card,Fortnightly
60.0,Male,Pants,Clothing,21.0,Maryland,Fall,3.1,No,2-Day Shipping,23,Cash,Fortnightly
70.0,Male,Jewelry,Accessories,81.0,Vermont,Summer,3.9,No,Store Pickup,44,Venmo,Monthly
36.0,Male,T-shirt,Clothing,82.0,Texas,Fall,3.4,No,Free Shipping,3,Debit Card,Quarterly
56.0,Male,Jewelry,Accessories,88.0,Nebraska,Spring,3.1,No,Express,14,Cash,Monthly
69.0,Male,Jacket,Outerwear,100.0,South Carolina,Fall,4.8,No,Store Pickup,37,PayPal,Quarterly
39.0,Male,Backpack,Accessories,66.0,Massachusetts,Winter,3.9,No,Next Day Air,22,Bank Transfer,Weekly
38.0,Male,Belt,Accessories,25.0,Texas,Winter,3.5,No,Next Day Air,2,PayPal,Every 3 Months
36.0,Male,Scarf,Accessories,53.0,Florida,Summer,3.1,No,Free Shipping,44,Debit Card,Fortnightly
46.0,Male,Sweater,Clothing,28.0,South Carolina,Fall,4.7,No,Express,49,Debit Card,Monthly
59.0,Male,Gloves,Accessories,23.0,Florida,Fall,4.6,No,Free Shipping,22,Debit Card,Bi-Weekly
64.0,Male,Scarf,Accessories,34.0,Nebraska,Fall,3.3,No,Free Shipping,26,Bank Transfer,Annually
49.0,Male,Dress,Clothing,42.0,Hawaii,Spring,3.2,No,Next Day Air,40,Debit Card,Weekly
32.0,Male,Jeans,Clothing,24.0,Montana,Summer,3.1,No,Next Day Air,16,PayPal,Quarterly
29.0,Male,Sunglasses,Accessories,47.0,South Dakota,Fall,3.5,No,Free Shipping,17,Debit Card,Bi-Weekly
24.0,Male,Coat,Outerwear,78.0,Alabama,Spring,4.3,No,Standard,48,Bank Transfer,Bi-Weekly
41.0,Male,Jeans,Clothing,89.0,Arkansas,Summer,2.9,No,Free Shipping,28,Venmo,Every 3 Months
41.0,Male,Scarf,Accessories,59.0,Mississippi,Fall,2.7,No,Store Pickup,26,Credit Card,Fortnightly
32.0,Male,Blouse,Clothing,94.0,Vermont,Summer,4.0,No,Standard,43,Bank Transfer,Quarterly
69.0,Male,Jeans,Clothing,49.0,New York,Fall,4.6,No,Free Shipping,38,Debit Card,Weekly
65.0,Male,Dress,Clothing,89.0,North Dakota,Summer,4.7,No,2-Day Shipping,36,Cash,Every 3 Months
54.0,Male,Hat,Accessories,91.0,Wisconsin,Summer,4.7,No,Standard,1,Credit Card,Weekly
39.0,Male,Sandals,Footwear,89.0,California,Spring,4.0,No,Standard,49,Debit Card,Annually
37.0,Male,Jacket,Outerwear,57.0,Maryland,Spring,3.6,No,Free Shipping,41,Credit Card,Every 3 Months
51.0,Male,Socks,Clothing,71.0,Massachusetts,Winter,3.4,No,Free Shipping,21,Debit Card,Monthly
26.0,Male,Jeans,Clothing,97.0,Washington,Fall,3.0,No,Next Day Air,24,Bank Transfer,Quarterly
42.0,Male,Sandals,Footwear,45.0,Minnesota,Fall,2.6,No,Next Day Air,27,Bank Transfer,Weekly
21.0,Male,Dress,Clothing,91.0,Washington,Spring,4.2,No,Store Pickup,4,Debit Card,Annually
53.0,Male,Socks,Clothing,25.0,South Carolina,Spring,3.4,No,Standard,19,Venmo,Annually
36.0,Male,Hoodie,Clothing,63.0,New Mexico,Fall,4.0,No,Store Pickup,1,Bank Transfer,Fortnightly
21.0,Male,Dress,Clothing,52.0,North Carolina,Summer,4.7,No,Free Shipping,27,Debit Card,Annually
33.0,Male,Sneakers,Footwear,43.0,Iowa,Winter,3.9,No,Next Day Air,5,Credit Card,Weekly
49.0,Male,T-shirt,Clothing,28.0,Louisiana,Summer,3.3,No,2-Day Shipping,20,Venmo,Quarterly
31.0,Male,T-shirt,Clothing,78.0,Oklahoma,Summer,2.9,No,Express,50,PayPal,Annually
68.0,Male,Sweater,Clothing,31.0,Michigan,Spring,4.4,No,Free Shipping,36,Cash,Fortnightly
49.0,Male,Shirt,Clothing,23.0,Oregon,Winter,3.6,No,Next Day Air,12,Bank Transfer,Bi-Weekly
23.0,Male,Hat,Accessories,25.0,Idaho,Spring,4.5,No,Store Pickup,23,Cash,Monthly
30.0,Male,Pants,Clothing,86.0,Indiana,Summer,3.7,No,Store Pickup,21,Venmo,Weekly
53.0,Male,Shoes,Footwear,88.0,New Mexico,Spring,2.8,No,Free Shipping,47,Venmo,Weekly
65.0,Male,Gloves,Accessories,35.0,South Carolina,Spring,4.5,No,Free Shipping,38,Venmo,Bi-Weekly
60.0,Male,Jewelry,Accessories,34.0,Vermont,Fall,4.4,No,Standard,40,Credit Card,Every 3 Months
46.0,Male,Pants,Clothing,75.0,Delaware,Winter,3.3,No,Standard,35,PayPal,Quarterly
54.0,Male,Hoodie,Clothing,46.0,North Dakota,Winter,4.2,No,Express,4,Credit Card,Quarterly
59.0,Male,Jewelry,Accessories,31.0,California,Fall,2.7,No,Free Shipping,28,Venmo,Every 3 Months
52.0,Male,Socks,Clothing,93.0,Montana,Spring,3.9,No,Store Pickup,36,Debit Card,Every 3 Months
41.0,Male,Sunglasses,Accessories,85.0,Missouri,Spring,2.6,No,Free Shipping,15,Bank Transfer,Annually
43.0,Male,Belt,Accessories,68.0,Tennessee,Fall,4.5,No,2-Day Shipping,7,Cash,Fortnightly
63.0,Male,Dress,Clothing,40.0,Virginia,Spring,2.7,No,Store Pickup,29,PayPal,Every 3 Months
37.0,Male,Shirt,Clothing,51.0,Vermont,Winter,2.9,No,Standard,12,Debit Card,Annually
44.0,Male,Scarf,Accessories,85.0,Rhode Island,Winter,3.4,No,Store Pickup,16,Bank Transfer,Bi-Weekly
67.0,Male,Jacket,Outerwear,23.0,Kansas,Summer,2.9,No,Express,50,Debit Card,Bi-Weekly
27.0,Male,Dress,Clothing,28.0,Colorado,Summer,3.8,No,Free Shipping,11,Debit Card,Annually
60.0,Male,Socks,Clothing,44.0,Georgia,Fall,4.2,No,2-Day Shipping,28,Debit Card,Quarterly
58.0,Male,Jewelry,Accessories,57.0,Nebraska,Spring,3.5,No,Store Pickup,36,Venmo,Bi-Weekly
53.0,Male,Scarf,Accessories,98.0,Missouri,Fall,3.1,No,Next Day Air,38,PayPal,Quarterly
43.0,Male,Backpack,Accessories,68.0,Alaska,Winter,3.5,No,2-Day Shipping,32,Bank Transfer,Monthly
32.0,Male,Jacket,Outerwear,36.0,Virginia,Fall,4.0,No,Express,42,Debit Card,Weekly
54.0,Male,Coat,Outerwear,71.0,Nebraska,Spring,3.7,No,Express,22,Debit Card,Bi-Weekly
47.0,Male,Skirt,Clothing,60.0,Rhode Island,Fall,4.2,No,Next Day Air,22,Venmo,Quarterly
57.0,Male,Coat,Outerwear,87.0,New Hampshire,Fall,4.8,No,Store Pickup,31,PayPal,Quarterly
63.0,Male,Shoes,Footwear,38.0,Alabama,Winter,4.1,No,Express,28,Credit Card,Monthly
70.0,Male,Boots,Footwear,45.0,North Carolina,Spring,4.5,No,2-Day Shipping,40,Debit Card,Weekly
62.0,Male,Coat,Outerwear,47.0,New Mexico,Fall,2.7,No,2-Day Shipping,21,PayPal,Weekly
40.0,Male,Skirt,Clothing,57.0,Minnesota,Fall,2.8,No,Store Pickup,12,PayPal,Every 3 Months
25.0,Male,Backpack,Accessories,68.0,Arizona,Summer,3.7,No,Free Shipping,33,Credit Card,Annually
19.0,Male,Shorts,Clothing,52.0,Montana,Fall,3.6,No,Express,9,Bank Transfer,Fortnightly
25.0,Male,Skirt,Clothing,87.0,Vermont,Fall,4.7,No,2-Day Shipping,15,Debit Card,Weekly
21.0,Male,Hat,Accessories,34.0,Maine,Summer,3.8,No,Standard,13,Bank Transfer,Annually
55.0,Male,Sandals,Footwear,41.0,Virginia,Winter,2.9,No,Standard,35,Credit Card,Fortnightly
34.0,Male,Sunglasses,Accessories,94.0,California,Winter,4.6,No,Next Day Air,1,Debit Card,Every 3 Months
47.0,Male,Sunglasses,Accessories,93.0,New York,Summer,2.8,No,Standard,25,Bank Transfer,Fortnightly
27.0,Male,Socks,Clothing,51.0,Indiana,Winter,4.6,No,2-Day Shipping,20,Credit Card,Every 3 Months
67.0,Male,Sweater,Clothing,42.0,Mississippi,Fall,2.8,No,Next Day Air,36,Venmo,Quarterly
40.0,Male,Boots,Footwear,95.0,New York,Winter,3.0,No,Free Shipping,33,Cash,Weekly
53.0,Male,Handbag,Accessories,90.0,New Mexico,Fall,3.7,No,Standard,36,Cash,Fortnightly
24.0,Male,Dress,Clothing,98.0,Kentucky,Winter,4.1,No,2-Day Shipping,32,PayPal,Annually
47.0,Male,Hat,Accessories,39.0,North Dakota,Winter,4.3,No,Next Day Air,21,Venmo,Quarterly
53.0,Male,Sandals,Footwear,66.0,Arkansas,Fall,3.8,No,Next Day Air,48,Venmo,Bi-Weekly
47.0,Male,Shoes,Footwear,23.0,Maryland,Winter,3.7,No,Free Shipping,25,PayPal,Quarterly
38.0,Male,Skirt,Clothing,73.0,Connecticut,Winter,4.8,No,Standard,32,PayPal,Annually
48.0,Male,Sunglasses,Accessories,23.0,Utah,Summer,4.6,No,Standard,45,PayPal,Every 3 Months
47.0,Male,Skirt,Clothing,43.0,Missouri,Fall,4.8,No,Standard,4,Cash,Fortnightly
19.0,Male,T-shirt,Clothing,45.0,Nebraska,Winter,4.6,No,2-Day Shipping,19,PayPal,Bi-Weekly
38.0,Male,Sandals,Footwear,21.0,Hawaii,Winter,4.0,No,Standard,1,Bank Transfer,Weekly
57.0,Male,Shirt,Clothing,40.0,Illinois,Spring,2.6,No,2-Day Shipping,12,Cash,Weekly
70.0,Male,Jeans,Clothing,58.0,Vermont,Fall,2.6,No,2-Day Shipping,18,Venmo,Monthly
38.0,Male,Shorts,Clothing,48.0,New Jersey,Summer,4.5,No,Next Day Air,43,Bank Transfer,Bi-Weekly
35.0,Male,Shirt,Clothing,94.0,Kentucky,Fall,4.2,No,Free Shipping,31,PayPal,Annually
46.0,Male,Scarf,Accessories,74.0,Wyoming,Spring,3.4,No,Store Pickup,33,Cash,Every 3 Months
